confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Ulverstone - South East United,NPL Tasmania,08/08 01:30,Betano,4.55,4.75,1.52,0.189,0.180,0.631,3.5,1.57,2.1,,0.585,0.415,,1.5,1.75,1.87,,0.519,0.481,,,2.45,1.16,1.17,0.016,0.502,0.482,,3.3,1.24,,0.232,0.768,,,1.32,2.82,,0.715,0.285,
Devonport City SC - Launceston City FC,NPL Tasmania,08/08 01:30,Betano,1.55,4.75,4.2,0.616,0.179,0.205,3.5,1.6,2.07,,0.575,0.425,,1.5,1.75,1.87,,0.519,0.481,,,1.19,1.16,2.35,0.461,0.517,0.022,,1.27,3.1,,0.748,0.252,,,1.33,2.8,,0.710,0.290,
Bankstown City FC - Hurstville,NSW League One,08/08 04:00,Betano,1.5,4.3,4.7,0.633,0.193,0.174,3.5,2.07,1.6,,0.425,0.575,,1.5,2.02,1.57,,0.424,0.576,,,1.16,1.18,2.25,0.507,0.469,0.024,,1.22,3.45,,0.783,0.217,,,,,,,,
Northern Tigers - Rydalmere Lions,NSW League One,08/08 03:30,Betano,1.57,4.1,4.45,0.604,0.207,0.189,2.5,1.52,2.2,,0.608,0.392,,1.5,2.15,1.5,,0.391,0.609,,,1.17,1.19,2.15,0.501,0.465,0.034,,1.25,3.25,,0.762,0.238,,,,,,,,
Hills United FC - Canterbury Bankstown,NSW League One,08/08 04:00,Betano,2.37,3.55,2.45,0.384,0.245,0.370,3.5,2.12,1.57,,0.412,0.588,,1.5,2.1,1.53,,0.405,0.595,,,1.44,1.25,1.47,0.280,0.459,0.261,,1.78,1.83,,0.508,0.492,,,,,,,,
Dulwich Hill - Macarthur Rams,NSW League One,08/08 04:00,Betano,2.92,3.6,2.05,0.306,0.242,0.452,2.5,1.62,2.02,,0.565,0.435,,1.5,2.3,1.44,,0.360,0.640,,,1.62,1.24,1.33,0.177,0.463,0.360,,2.15,1.55,,0.404,0.596,,,,,,,,
Canberra FC - O'Connor Knights,NPL Capital,08/08 04:30,Betano,1.16,7.0,11.25,0.840,0.102,0.058,3.5,1.57,2.1,,0.585,0.415,,1.5,1.72,1.88,,0.526,0.474,,,1.04,1.08,3.45,0.615,0.385,0.000,,1.05,6.4,,0.932,0.068,,,1.7,1.93,,0.537,0.463,
Canberra Olympic - Cooma Tigers,NPL Capital,08/08 01:30,Betano,4.7,4.8,1.5,0.182,0.178,0.640,3.5,1.7,1.91,,0.534,0.466,,1.5,1.82,1.78,,0.493,0.507,,,2.52,1.16,1.16,0.012,0.494,0.494,,3.4,1.22,,0.219,0.781,,,1.39,2.55,,0.674,0.326,
Brindabella Blues - Tuggeranong United,NPL Capital,08/08 02:00,Betano,4.9,4.75,1.47,0.171,0.177,0.652,3.5,1.78,1.82,,0.507,0.493,,1.5,1.9,1.72,,0.471,0.529,,,2.57,1.16,1.15,0.010,0.485,0.505,,3.55,1.21,,0.210,0.790,,,1.44,2.4,,0.648,0.352,
Monaro Panthers - Belconnen United,NPL Capital,08/08 04:45,Betano,1.15,7.4,11.75,0.849,0.096,0.056,4.5,2.1,1.57,,0.415,0.585,,1.5,1.67,1.95,,0.546,0.454,,,1.04,1.07,3.55,0.593,0.407,0.000,,1.04,6.6,,0.942,0.058,,,1.67,1.95,,0.546,0.454,
Eastern United - Adelaide Victory,South Australia State League 1,08/08 02:15,Betano,4.4,4.1,1.62,0.197,0.213,0.590,2.5,1.57,2.12,,0.588,0.412,,1.5,2.27,1.5,,0.380,0.620,,,2.22,1.2,1.18,0.035,0.465,0.499,,3.1,1.27,,0.252,0.748,,,1.62,2.02,,0.565,0.435,
Modbury Jets - Adelaide Cobras,South Australia State League 1,08/08 02:30,Betano,1.28,5.3,8.25,0.756,0.152,0.092,3.5,2.1,1.57,,0.415,0.585,,1.5,2.12,1.57,,0.412,0.588,,,1.07,1.13,3.55,0.601,0.399,0.000,,1.09,5.2,,0.891,0.109,,,1.82,1.78,,0.493,0.507,
Fulham United FC - Adelaide Blue Eagles,South Australia State League 1,08/08 02:30,Betano,2.15,3.75,2.77,0.434,0.237,0.329,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.37,1.24,1.67,0.343,0.482,0.175,,1.62,2.05,,0.568,0.432,,,1.5,2.25,,0.618,0.382,
Cumberland United - Adelaide Olympic,South Australia State League 1,08/08 06:30,Betano,1.67,4.05,4.05,0.569,0.215,0.215,2.5,1.52,2.2,,0.608,0.392,,1.5,2.22,1.52,,0.390,0.610,,,1.21,1.21,2.12,0.474,0.474,0.053,,1.31,2.9,,0.722,0.278,,,1.57,2.12,,0.588,0.412,
Curtin University - Subiaco AFC,Western Australia State League 1,08/08 03:00,Betano,2.67,3.5,2.22,0.337,0.250,0.413,2.5,1.53,2.18,,0.604,0.396,,1.5,2.18,1.5,,0.389,0.611,,,1.53,1.25,1.38,0.223,0.455,0.321,,1.95,1.67,,0.454,0.546,,,,,,,,
Inglewood United - Joondalup City,Western Australia State League 1,08/08 03:00,Betano,2.18,3.6,2.7,0.423,0.243,0.334,2.5,1.57,2.1,,0.585,0.415,,1.5,2.22,1.47,,0.376,0.624,,,1.38,1.24,1.55,0.320,0.467,0.212,,1.65,2.0,,0.556,0.444,,,,,,,,
Floreat Athena - Cockburn City,Western Australia State League 1,08/08 03:00,Betano,1.45,4.5,5.0,0.656,0.182,0.162,3.5,1.93,1.7,,0.463,0.537,,1.5,1.95,1.62,,0.444,0.556,,,1.14,1.16,2.4,0.516,0.472,0.012,,1.19,3.7,,0.805,0.195,,,,,,,,
Murdoch University Melville FC - UWA Nedlands,Western Australia State League 1,08/08 03:00,Betano,4.8,4.45,1.47,0.169,0.184,0.646,3.5,1.91,1.7,,0.466,0.534,,1.5,1.95,1.62,,0.444,0.556,,,2.32,1.17,1.15,0.018,0.471,0.511,,3.55,1.21,,0.210,0.790,,,,,,,,
Dunbar Rovers FC - Gladesville Ryde Magic,NSW League Two,08/08 06:00,Betano,1.42,4.6,5.4,0.673,0.178,0.149,3.5,1.9,1.72,,0.471,0.529,,1.5,1.95,1.62,,0.444,0.556,,,1.13,1.16,2.5,0.529,0.462,0.009,,1.17,3.9,,0.820,0.180,,,,,,,,
South Coast Flame - Parramatta Eagles,NSW League Two,08/08 02:15,Betano,3.95,4.15,1.62,0.215,0.203,0.582,3.5,1.98,1.65,,0.446,0.554,,1.5,1.98,1.6,,0.436,0.564,,,2.02,1.19,1.21,0.055,0.489,0.456,,2.95,1.3,,0.271,0.729,,,,,,,,
Bayswater City SC - Sorrento,NPL Western Australia,08/08 03:00,Betano,1.34,4.9,7.2,0.721,0.169,0.110,3.5,1.85,1.75,,0.484,0.516,,1.5,1.95,1.67,,0.454,0.546,,,1.09,1.15,3.15,0.583,0.417,0.001,,1.11,4.7,,0.871,0.129,,,1.57,2.12,,0.588,0.412,
Newcastle Olympic - Valentine Phoenix FC,NPL Northern NSW,08/08 01:00,Betano,1.83,4.1,3.35,0.517,0.215,0.268,3.5,1.95,1.67,,0.454,0.546,,1.5,2.02,1.62,,0.435,0.565,,,1.28,1.21,1.93,0.408,0.500,0.092,,1.42,2.47,,0.659,0.341,,,1.42,2.47,,0.659,0.341,
Edgeworth Eagles - Weston Bears,NPL Northern NSW,08/08 02:00,Betano,2.7,3.95,2.15,0.340,0.225,0.435,3.5,1.91,1.7,,0.466,0.534,,1.5,1.98,1.65,,0.446,0.554,,,1.67,1.22,1.38,0.170,0.502,0.328,,2.02,1.62,,0.435,0.565,,,1.37,2.62,,0.685,0.315,
Adamstown Rosebuds - Cooks Hill United,NPL Northern NSW,08/08 03:30,Betano,2.37,4.0,2.37,0.390,0.220,0.390,3.5,1.87,1.75,,0.481,0.519,,1.5,1.95,1.67,,0.454,0.546,,,1.55,1.22,1.55,0.239,0.522,0.239,,1.8,1.8,,0.500,0.500,,,1.36,2.67,,0.692,0.308,
Belmont Swansea United SC - Lambton Jaffas,NPL Northern NSW,08/08 03:30,Betano,2.42,3.75,2.45,0.383,0.238,0.378,3.5,1.9,1.72,,0.471,0.529,,1.5,1.98,1.65,,0.446,0.554,,,1.53,1.24,1.53,0.251,0.497,0.251,,1.8,1.8,,0.500,0.500,,,1.34,2.72,,0.702,0.298,
University Azzurri FC - Darwin Olympic SC,Northern Territory Premier League,08/08 07:30,Betano,1.37,5.0,5.5,0.698,0.159,0.143,4.5,1.95,1.67,,0.454,0.546,,1.5,1.6,1.98,,0.564,0.436,,,1.12,1.14,2.65,0.523,0.473,0.004,,1.16,4.05,,0.829,0.171,,,,,,,,
Malvern City FC - Eastern Lions,Victoria Premier League 2,08/08 02:00,Betano,1.4,4.8,5.9,0.687,0.174,0.138,3.5,1.98,1.65,,0.446,0.554,,1.5,2.02,1.62,,0.435,0.565,,,1.12,1.16,2.82,0.545,0.451,0.004,,1.16,4.05,,0.829,0.171,,,1.6,2.07,,0.575,0.425,
Moreland City SC - Kingston City,Victoria Premier League 2,08/08 01:00,Betano,2.27,3.85,2.55,0.409,0.230,0.361,3.5,2.07,1.6,,0.425,0.575,,1.5,2.1,1.57,,0.415,0.585,,,1.42,1.23,1.6,0.303,0.495,0.202,,1.72,1.9,,0.529,0.471,,,1.44,2.42,,0.649,0.351,
Newmarket SFC - Yeronga Eagles FC,Queensland Premier League 3,08/08 05:15,Betano,1.42,4.8,5.1,0.672,0.169,0.158,4.5,2.05,1.62,,0.432,0.568,,1.5,1.62,1.95,,0.556,0.444,,,1.14,1.15,2.47,0.507,0.484,0.009,,1.18,3.75,,0.811,0.189,,,,,,,,
AC Carina - North Pine,Queensland Premier League 3,08/08 04:00,Betano,1.17,6.8,9.5,0.829,0.102,0.069,4.5,1.91,1.7,,0.466,0.534,,1.5,1.57,2.02,,0.576,0.424,,,1.05,1.08,3.35,0.578,0.422,0.000,,1.06,6.1,,0.921,0.079,,,,,,,,
Redcliffe Dolphins - Logan Roos,Queensland Premier League 3,08/08 05:00,Betano,2.85,4.35,1.88,0.311,0.194,0.495,4.5,2.05,1.6,,0.427,0.573,,1.5,1.62,1.95,,0.556,0.444,,,1.75,1.18,1.34,0.124,0.540,0.336,,2.25,1.5,,0.382,0.618,,,,,,,,
FC Melbourne Serbia - North Geelong Warriors,Victoria Premier League 1,08/08 02:00,Betano,1.67,4.2,4.0,0.571,0.209,0.220,3.5,2.02,1.62,,0.435,0.565,,1.5,2.07,1.6,,0.425,0.575,,,1.21,1.2,2.15,0.468,0.484,0.048,,1.31,2.9,,0.722,0.278,,,1.47,2.32,,0.632,0.368,
Grazer AK - SC Austria Lustenau,Bundesliga,08/08 12:00,Betano,2.05,3.35,3.55,0.465,0.276,0.259,2.5,1.95,1.8,,0.478,0.522,,0.5,1.44,2.65,,0.665,0.335,,,1.32,1.31,1.8,0.417,0.427,0.157,,1.5,2.5,,0.638,0.362,,,1.75,1.95,,0.531,0.469,
TSV Hartberg - SK Sturm Graz,Bundesliga,08/08 14:30,Betano,4.85,3.9,1.65,0.184,0.232,0.584,2.5,1.75,2.02,,0.539,0.461,,1.5,2.57,1.47,,0.349,0.651,,,2.3,1.24,1.2,0.045,0.448,0.507,,3.55,1.27,,0.238,0.762,,,1.75,1.95,,0.531,0.469,
SV Austria Salzburg 1933 - First Vienna FC 1894,2. Liga,08/08 12:30,Betano,2.57,3.35,2.55,0.362,0.272,0.365,2.5,1.9,1.8,,0.485,0.515,,0.5,1.42,2.67,,0.672,0.328,,,1.52,1.29,1.5,0.269,0.450,0.281,,1.87,1.83,,0.494,0.506,,,1.72,2.0,,0.542,0.458,
SW Bregenz - Kapfenberger SV,2. Liga,08/08 12:30,Betano,2.05,3.75,3.1,0.462,0.241,0.296,3.5,2.22,1.6,,0.409,0.591,,1.5,2.25,1.57,,0.400,0.600,,,1.37,1.25,1.78,0.360,0.485,0.154,,1.55,2.3,,0.610,0.390,,,1.47,2.5,,0.646,0.354,
Mattersburg SC 2020 - Wiener Sport-Club,Regionalliga,08/08 14:30,Betano,3.35,3.7,1.85,0.261,0.234,0.505,2.5,1.6,2.05,,0.573,0.427,,1.5,2.27,1.45,,0.366,0.634,,,1.75,1.23,1.27,0.125,0.463,0.411,,2.45,1.42,,0.342,0.658,,,,,,,,
SV Wals-Grunau - SK Vorwärts Steyr,Regionalliga,08/08 11:00,Betano,2.0,3.8,2.87,0.463,0.227,0.310,3.5,2.12,1.57,,0.412,0.588,,1.5,2.07,1.55,,0.413,0.587,,,1.34,1.22,1.65,0.348,0.488,0.164,,1.55,2.15,,0.596,0.404,,,,,,,,
SVG Bleiburg - ATSV Wolfsberg,Regionalliga,08/08 12:30,Betano,2.45,3.75,2.3,0.371,0.231,0.398,3.5,2.12,1.57,,0.412,0.588,,1.5,2.1,1.53,,0.405,0.595,,,1.5,1.23,1.42,0.236,0.478,0.286,,1.85,1.75,,0.484,0.516,,,,,,,,
SAK Klagenfurt - FC KAC,State Leagues,08/08 12:30,Betano,1.9,3.8,3.15,0.491,0.228,0.281,3.5,2.22,1.52,,0.390,0.610,,1.5,2.12,1.52,,0.400,0.600,,,1.29,1.22,1.72,0.389,0.478,0.134,,1.47,2.35,,0.635,0.365,,,,,,,,
ATUS Ferlach - TSU Matrei,State Leagues,08/08 13:00,Betano,2.37,3.7,2.37,0.383,0.234,0.383,3.5,2.22,1.52,,0.390,0.610,,1.5,2.15,1.5,,0.391,0.609,,,1.47,1.23,1.45,0.254,0.479,0.267,,1.8,1.8,,0.500,0.500,,,,,,,,
BAD Sauerbrunn - USV Halbturn,State Leagues,08/08 14:00,Betano,2.45,3.65,2.35,0.372,0.239,0.389,2.5,1.55,2.15,,0.596,0.404,,1.5,2.2,1.47,,0.378,0.622,,,1.47,1.24,1.44,0.256,0.468,0.276,,1.83,1.78,,0.492,0.508,,,,,,,,
ASV Hohenau - ASC Korneuburg,State Leagues,08/08 15:00,Betano,1.98,3.2,3.45,0.470,0.276,0.254,3.5,1.95,1.67,,0.454,0.546,,1.5,2.0,1.6,,0.433,0.567,,,1.25,1.29,1.67,0.446,0.398,0.156,,1.44,2.42,,0.649,0.351,,,,,,,,
Standard de Liége - Cercle Brugge KSV,1A Pro League,08/08 13:15,Betano,2.45,3.4,2.87,0.391,0.277,0.331,2.5,1.95,1.85,,0.486,0.514,,0.5,1.44,2.75,,0.670,0.330,,,1.44,1.3,1.57,0.318,0.439,0.243,,1.72,2.05,,0.548,0.452,,,1.72,2.05,,0.548,0.452,
KVC Westerlo - Union Saint-Gilloise,1A Pro League,08/08 15:45,Betano,4.3,3.85,1.78,0.215,0.241,0.544,2.5,1.83,1.98,,0.521,0.479,,1.5,2.72,1.44,,0.331,0.669,,,2.07,1.25,1.24,0.077,0.455,0.468,,3.05,1.35,,0.286,0.714,,,1.78,1.98,,0.529,0.471,
Sint-Truidense VV - Lommel SK,1A Pro League,08/08 15:45,Betano,1.65,3.95,5.3,0.591,0.236,0.173,2.5,1.82,2.0,,0.525,0.475,,1.5,2.7,1.45,,0.335,0.665,,,1.18,1.24,2.3,0.526,0.434,0.040,,1.25,3.7,,0.775,0.225,,,1.8,1.93,,0.519,0.481,
San Antonio Bulo Bulo - CA Nacional Potosi,Division Profesional,08/08 16:00,Betano,2.3,3.65,2.62,0.404,0.245,0.351,3.5,2.02,1.62,,0.435,0.565,,1.5,2.07,1.6,,0.425,0.575,,,1.4,1.25,1.6,0.322,0.472,0.206,,1.7,1.91,,0.534,0.466,,,1.38,2.6,,0.681,0.319,
The Strongest - Independiente Petrolero,Division Profesional,08/08 18:15,Betano,1.18,6.5,11.0,0.825,0.113,0.062,3.5,1.7,1.93,,0.537,0.463,,1.5,1.82,1.78,,0.493,0.507,,,1.05,1.09,3.25,0.597,0.403,0.000,,1.05,6.3,,0.931,0.069,,,1.72,1.88,,0.526,0.474,
NK Siroki Brijeg - FK Sloga Doboj,Premijer Liga,08/08 16:00,Betano,2.25,3.0,3.25,0.416,0.305,0.279,2.5,2.27,1.5,,0.380,0.620,,0.5,1.53,2.2,,0.606,0.394,,,1.29,1.33,1.62,0.423,0.381,0.196,,1.55,2.15,,0.596,0.404,,,1.95,1.67,,0.454,0.546,
FK Sarajevo - Radnik Bijeljina,Premijer Liga,08/08 16:00,Betano,1.4,4.2,7.2,0.687,0.202,0.111,2.5,1.85,1.75,,0.484,0.516,,0.5,1.39,2.57,,0.675,0.325,,,1.09,1.18,2.85,0.610,0.387,0.002,,1.12,4.55,,0.862,0.138,,,2.12,1.57,,0.412,0.588,
FC Lokomotiv 1929 Sofia - FC CSKA 1948 Sofia,Parva Liga,08/08 13:00,Betano,2.87,3.1,2.45,0.322,0.296,0.382,2.5,1.95,1.8,,0.478,0.522,,0.5,1.45,2.62,,0.660,0.340,,,1.57,1.34,1.44,0.256,0.413,0.332,,2.02,1.75,,0.461,0.539,,,1.7,2.05,,0.552,0.448,
Dunav Ruse - FC Arda Kardzhali,Parva Liga,08/08 15:15,Betano,3.65,3.3,1.98,0.247,0.275,0.478,2.5,2.2,1.62,,0.416,0.584,,0.5,1.5,2.47,,0.636,0.364,,,1.85,1.3,1.29,0.136,0.427,0.438,,2.62,1.45,,0.340,0.660,,,1.98,1.75,,0.465,0.535,
Supra Du Quebec - Cavalry FC,Premier League,08/08 21:00,Betano,4.15,3.7,1.78,0.217,0.245,0.538,2.5,1.67,2.12,,0.566,0.434,,1.5,2.47,1.5,,0.364,0.636,,,2.05,1.26,1.25,0.085,0.451,0.464,,3.0,1.35,,0.288,0.712,,,1.6,2.18,,0.587,0.413,
Atletico Ottawa - HFX Wanderers,Premier League,08/08 14:00,Betano,1.9,3.65,3.7,0.503,0.250,0.247,2.5,1.62,2.22,,0.586,0.414,,1.5,2.42,1.53,,0.376,0.624,,,1.3,1.27,1.93,0.425,0.458,0.117,,1.44,2.67,,0.666,0.334,,,1.55,2.3,,0.610,0.390,
Pacific FC - Inter Toronto FC,Premier League,08/08 18:00,Betano,2.37,3.55,2.72,0.398,0.259,0.344,2.5,1.57,2.3,,0.605,0.395,,1.5,2.35,1.55,,0.386,0.614,,,1.47,1.28,1.6,0.303,0.465,0.233,,1.75,2.0,,0.537,0.463,,,1.47,2.5,,0.646,0.354,
Altay Oskemen - Kyzylzhar Petropavlosvk,Premier League,08/08 09:00,Betano,2.52,2.95,2.82,0.367,0.309,0.324,2.5,2.05,1.6,,0.427,0.573,,0.5,1.47,2.32,,0.632,0.368,,,1.36,1.34,1.5,0.361,0.379,0.261,,1.7,1.91,,0.534,0.466,,,1.75,1.85,,0.516,0.484,
Kaspyi Aktau - Ulytau FC,Premier League,08/08 12:00,Betano,2.18,3.05,3.35,0.430,0.299,0.270,2.5,1.93,1.7,,0.463,0.537,,0.5,1.44,2.4,,0.648,0.352,,,1.28,1.32,1.65,0.431,0.388,0.181,,1.5,2.25,,0.618,0.382,,,1.7,1.91,,0.534,0.466,
Zhetysu Taldykorgan - FC Ordabasy,Premier League,08/08 10:00,Betano,5.4,3.7,1.57,0.156,0.236,0.608,2.5,1.85,1.75,,0.484,0.516,,0.5,1.4,2.55,,0.671,0.329,,,2.3,1.23,1.14,0.027,0.407,0.566,,3.55,1.21,,0.210,0.790,,,1.88,1.72,,0.474,0.526,
FC Kairat - FC Zhenis,Premier League,08/08 11:00,Betano,1.39,4.25,7.3,0.692,0.199,0.109,2.5,1.65,2.0,,0.556,0.444,,1.5,2.4,1.45,,0.355,0.645,,,1.09,1.18,2.9,0.610,0.387,0.002,,1.12,4.65,,0.863,0.137,,,1.85,1.75,,0.484,0.516,
Qingdao Hainiu FC - Shanghai Shenhua,Super Liga,08/08 08:00,Betano,4.4,4.0,1.65,0.199,0.221,0.580,3.5,2.07,1.67,,0.440,0.560,,1.5,2.15,1.62,,0.421,0.579,,,2.22,1.22,1.21,0.048,0.469,0.484,,3.25,1.29,,0.255,0.745,,,1.5,2.42,,0.632,0.368,
Zhejiang Professional - Wuhan Three Towns,Super Liga,08/08 08:35,Betano,1.7,3.85,4.25,0.562,0.231,0.207,3.5,2.07,1.67,,0.440,0.560,,1.5,2.12,1.65,,0.430,0.570,,,1.23,1.23,2.12,0.468,0.468,0.064,,1.32,3.1,,0.727,0.273,,,1.45,2.55,,0.655,0.345,
Dalian Yingbo - Liaoning Tieren,Super Liga,08/08 08:35,Betano,1.62,4.05,4.6,0.592,0.218,0.190,3.5,2.2,1.6,,0.411,0.589,,1.5,2.22,1.6,,0.409,0.591,,,1.2,1.22,2.27,0.494,0.464,0.042,,1.27,3.4,,0.758,0.242,,,1.55,2.3,,0.610,0.390,
Yunnan Yukun - Chengdu Rongcheng,Super Liga,08/08 09:00,Betano,3.4,3.95,1.88,0.267,0.227,0.506,3.5,1.88,1.83,,0.492,0.508,,1.5,2.0,1.72,,0.458,0.542,,,1.91,1.23,1.32,0.112,0.497,0.391,,2.55,1.45,,0.345,0.655,,,1.37,2.87,,0.699,0.301,
Suzhou Dongwu - Changchun Yatai,1.ºLiga,08/08 08:00,Betano,2.67,3.05,2.6,0.345,0.299,0.355,2.5,2.0,1.65,,0.444,0.556,,0.5,1.45,2.37,,0.642,0.358,,,1.47,1.32,1.39,0.275,0.394,0.331,,1.83,1.78,,0.492,0.508,,,1.75,1.87,,0.519,0.481,
Nanjing City - Nantong Zhiyun,1.ºLiga,08/08 08:30,Betano,3.65,3.1,2.02,0.244,0.291,0.465,2.5,2.15,1.55,,0.404,0.596,,0.5,1.5,2.27,,0.620,0.380,,,1.75,1.31,1.25,0.144,0.393,0.462,,2.45,1.42,,0.342,0.658,,,1.91,1.7,,0.466,0.534,
Meizhou Hakka - Foshan Nanshi,1.ºLiga,08/08 08:30,Betano,1.82,3.5,3.95,0.521,0.255,0.224,2.5,1.7,1.93,,0.537,0.463,,1.5,2.45,1.42,,0.342,0.658,,,1.22,1.26,1.95,0.483,0.430,0.087,,1.34,2.72,,0.702,0.298,,,1.62,2.02,,0.565,0.435,
Jiangxi Dingnan United - Dalian K'un City FC,1.ºLiga,08/08 09:00,Betano,2.32,3.25,2.82,0.400,0.277,0.323,2.5,1.7,1.91,,0.534,0.466,,1.5,2.47,1.42,,0.341,0.659,,,1.36,1.29,1.57,0.356,0.425,0.219,,1.65,1.98,,0.554,0.446,,,1.57,2.12,,0.588,0.412,
Shijiazhuang Gongfu - Shaanxi Union FC,1.ºLiga,08/08 08:30,Betano,3.4,3.05,2.12,0.263,0.296,0.441,2.5,2.02,1.62,,0.435,0.565,,0.5,1.47,2.35,,0.635,0.365,,,1.67,1.32,1.27,0.173,0.386,0.441,,2.27,1.5,,0.380,0.620,,,1.8,1.82,,0.503,0.497,
Beijing Institute - Shanghai Segenda,2.º Liga,08/08 08:00,Betano,4.25,3.2,1.78,0.200,0.274,0.526,2.5,2.02,1.62,,0.435,0.565,,0.5,1.44,2.3,,0.640,0.360,,,1.83,1.28,1.19,0.099,0.388,0.513,,2.9,1.31,,0.278,0.722,,,,,,,,
Inter Xiamen - Guangzhou Dandelion Alpha FC,2.º Liga,08/08 08:30,Betano,1.87,3.1,4.0,0.500,0.285,0.215,2.5,2.12,1.57,,0.412,0.588,,0.5,1.47,2.22,,0.624,0.376,,,1.21,1.3,1.75,0.494,0.379,0.126,,1.34,2.72,,0.702,0.298,,,,,,,,
Shenzhen 2028 FC - Ganzhou Ruishi,2.º Liga,08/08 08:30,Betano,1.26,4.75,9.25,0.763,0.162,0.074,2.5,1.7,1.91,,0.534,0.466,,1.5,2.4,1.4,,0.340,0.660,,,1.06,1.14,3.2,0.637,0.363,0.000,,1.07,5.7,,0.910,0.090,,,,,,,,
FC Anyang - Daejeon Citizen,K League 1,08/08 08:00,Betano,2.82,3.25,2.45,0.331,0.284,0.385,2.5,1.93,1.82,,0.484,0.516,,0.5,1.44,2.67,,0.666,0.334,,,1.57,1.32,1.45,0.252,0.428,0.321,,2.0,1.75,,0.463,0.537,,,1.7,2.02,,0.549,0.451,
Bucheon FC 1995 - Gwangju FC,K League 1,08/08 08:00,Betano,1.93,3.25,4.15,0.496,0.285,0.219,2.5,2.2,1.62,,0.416,0.584,,0.5,1.52,2.42,,0.627,0.373,,,1.25,1.32,1.9,0.479,0.400,0.120,,1.38,2.87,,0.695,0.305,,,1.95,1.75,,0.469,0.531,
Gimcheon Sangmu FC - FC Seoul,K League 1,08/08 08:00,Betano,3.7,3.55,1.93,0.247,0.258,0.495,2.5,1.8,1.93,,0.519,0.481,,1.5,2.67,1.44,,0.334,0.666,,,1.9,1.28,1.29,0.122,0.445,0.434,,2.67,1.44,,0.334,0.666,,,1.7,2.05,,0.552,0.448,
Jeonbuk Hyundai Motors - Jeju United,K League 1,08/08 08:00,Betano,1.72,3.55,4.75,0.558,0.256,0.187,2.5,1.95,1.78,,0.475,0.525,,0.5,1.45,2.65,,0.662,0.338,,,1.2,1.28,2.15,0.521,0.414,0.065,,1.29,3.4,,0.750,0.250,,,1.88,1.83,,0.492,0.508,
Pohang Steelers - Ulsan Hyundai Horang-I,K League 1,08/08 08:00,Betano,2.7,3.15,2.62,0.347,0.295,0.358,2.5,1.93,1.8,,0.481,0.519,,0.5,1.45,2.62,,0.660,0.340,,,1.5,1.34,1.5,0.294,0.413,0.294,,1.9,1.85,,0.493,0.507,,,1.7,2.05,,0.552,0.448,
Paju Citizen FC - Suwon City FC,K League 2,08/08 08:00,Betano,4.25,3.7,1.78,0.213,0.247,0.540,2.5,1.7,2.07,,0.554,0.446,,1.5,2.55,1.47,,0.350,0.650,,,2.07,1.26,1.24,0.080,0.447,0.473,,3.1,1.34,,0.280,0.720,,,1.65,2.1,,0.568,0.432,
Seongnam FC - Cheonan City FC,K League 2,08/08 08:00,Betano,2.1,3.35,3.4,0.453,0.275,0.271,2.5,2.0,1.75,,0.463,0.537,,0.5,1.45,2.6,,0.658,0.342,,,1.33,1.31,1.78,0.408,0.428,0.163,,1.52,2.45,,0.629,0.371,,,1.8,1.91,,0.517,0.483,
CD Escorpiones Belen - Municipal Perez Zeledon,Liga FPD,08/08 21:00,Betano,2.18,3.35,3.1,0.432,0.272,0.296,2.5,1.8,1.91,,0.517,0.483,,1.5,2.65,1.42,,0.329,0.671,,,1.37,1.29,1.67,0.365,0.442,0.193,,1.6,2.22,,0.591,0.409,,,1.65,2.1,,0.568,0.432,
Uruguay De Coronado - AD Cariari Pococi,Liga de Ascenso,08/08 17:00,Betano,2.18,3.5,2.72,0.421,0.249,0.330,3.5,2.2,1.52,,0.392,0.608,,1.5,2.15,1.5,,0.391,0.609,,,1.37,1.25,1.55,0.330,0.456,0.214,,1.65,2.0,,0.556,0.444,,,,,,,,
AD Grecia - Quepos Cambute,Liga de Ascenso,08/08 21:00,Betano,2.27,3.45,2.65,0.404,0.255,0.341,3.5,2.2,1.52,,0.392,0.608,,1.5,2.15,1.5,,0.391,0.609,,,1.39,1.26,1.52,0.319,0.448,0.233,,1.67,1.95,,0.546,0.454,,,,,,,,
